,aspect,document,sentiment
346,FOOD#QUALITY,The Yellowtail was particularly good as well.,positive
347,FOOD#STYLE_OPTIONS,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",negative
348,RESTAURANT#GENERAL,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",positive
349,RESTAURANT#GENERAL,Big Wong gets big Ups for a fine establishment.,positive
350,RESTAURANT#GENERAL,"They have it all -- great price, food, and service.",positive
351,AMBIENCE#GENERAL,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,negative
352,SERVICE#GENERAL,The food is prepared quickly and efficiently.,positive
353,FOOD#PRICES,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive
354,SERVICE#GENERAL,The takeout is great too since they give high quality tupperware as well.,positive
355,RESTAURANT#MISCELLANEOUS,This place is always very crowded and popular.,positive
356,,Went here on a friend's reccomendation.,
357,FOOD#QUALITY,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,positive
358,SERVICE#GENERAL,We both opted for a pasta dish and they were served timely and fresh.,positive
359,FOOD#QUALITY,"We concluded with tiramisu chocolate cake, both were delicious.",positive
360,RESTAURANT#GENERAL,We'd go back again,positive
361,RESTAURANT#GENERAL,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,positive
362,SERVICE#GENERAL,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",positive
363,SERVICE#GENERAL,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,positive
364,RESTAURANT#PRICES,"Yes, the prices are high, but I felt it was worth it.",negative
365,RESTAURANT#GENERAL,We all felt it was worth it.,positive
366,FOOD#QUALITY,sometimes i get good food and ok service.,positive
367,FOOD#QUALITY,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",negative
368,RESTAURANT#GENERAL,it is not consistent.,negative
369,,really depends on your luck!,
370,FOOD#STYLE_OPTIONS,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,positive
371,RESTAURANT#GENERAL,And where does Patis go wrong; no where.,positive
372,FOOD#STYLE_OPTIONS,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",positive
373,RESTAURANT#GENERAL,And evaluated on those terms Pastis is simply wonderful.,positive
374,FOOD#QUALITY,Right off the L in Brooklyn this is a nice cozy place with good pizza.,positive
375,FOOD#QUALITY,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,negative
376,FOOD#QUALITY,My friend got the mushroom pizza which tasted better.,positive
377,DRINKS#QUALITY,The sangria was pretty tasty and good on a hot muggy day.,positive
378,RESTAURANT#MISCELLANEOUS,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,neutral
379,RESTAURANT#GENERAL,Overall I would recommend it and go back again.,positive
380,,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),
381,DRINKS#STYLE_OPTIONS,I started out with a Bombay beer which was big enough for two.,positive
382,,For dinner I had the chicken tikka-masala and some garlic naan.,
383,FOOD#QUALITY,MMmmm... it was delicious.,positive
384,SERVICE#GENERAL,"Service was slow, but the people were friendly.",negative
385,AMBIENCE#GENERAL,It's a nice place to relax and have conversation.,positive
386,RESTAURANT#GENERAL,I can't wait to go back.,positive
387,,We have lived in Chelsea for two years and have never noticed this restaurant.,
388,FOOD#QUALITY,The food is authentic Italian - delicious!,positive
389,FOOD#QUALITY,"Pizza is terrific, as is homemade pasta.",positive
390,AMBIENCE#GENERAL,"Ambience is delightful, service impeccable.",positive
391,FOOD#QUALITY,I'm still mad that i had to pay for lousy food.,negative
392,FOOD#QUALITY,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,negative
393,SERVICE#GENERAL,Service was also horrible and the ambience is not that great.,negative
394,RESTAURANT#MISCELLANEOUS,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,negative
395,RESTAURANT#GENERAL,I go and eat out at many different restaurants and this is one place you have go and try.,positive
396,FOOD#QUALITY,This is my first time writing a review for a restaurant because the food and service was excellent.,positive
397,FOOD#QUALITY,The filet mignon dish was superb!,positive
398,RESTAURANT#GENERAL,I would defiantly come back here again as one of my top choices.,positive
399,AMBIENCE#GENERAL,It's a small cute restaurant.,positive
400,RESTAURANT#GENERAL,I absolutely love this place!!!,positive
401,,"From the street it looks very hidden, and is actually an old warehouse.",
402,AMBIENCE#GENERAL,"I like the ambience, it's very dark and original.",positive
403,,I came here for my friend's birthday and keep coming back ever since.,
404,FOOD#QUALITY,The sushi is amazing!!!,positive
405,FOOD#PRICES,And amazingly cheap.,positive
406,RESTAURANT#GENERAL,Big thumbs up!,positive
407,AMBIENCE#GENERAL,Very affordable and excellent ambient!,positive
408,FOOD#QUALITY,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,negative
409,FOOD#QUALITY,We were very disappointed.,negative
410,FOOD#QUALITY,We won't go to this place again for a good meal.,negative
411,AMBIENCE#GENERAL,"However, I think this place is a good hang out spot.",positive
412,,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",
413,RESTAURANT#GENERAL,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,positive
414,FOOD#QUALITY,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,positive
415,AMBIENCE#GENERAL,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,positive
416,RESTAURANT#MISCELLANEOUS,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",positive
417,RESTAURANT#GENERAL,Check this place out!,positive
418,RESTAURANT#GENERAL,HIGHLY RECOMMENDED!!!!!,positive
419,AMBIENCE#GENERAL,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",negative
420,AMBIENCE#GENERAL,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",negative
421,AMBIENCE#GENERAL,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",negative
422,DRINKS#QUALITY,Slightly above average wines start at $70+ with only one selection listed at $30+.,negative
423,SERVICE#GENERAL,Service is not what one would expect from a joint in this price category.,negative
424,SERVICE#GENERAL,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",negative
425,SERVICE#GENERAL,Somehow working the italian charm with constant mille grazie does not constitute proper service.,negative
426,FOOD#QUALITY,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",positive
427,,"To celebrate a birthday, three of us went to Mare anticipating great food.",
428,FOOD#QUALITY,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,negative
429,FOOD#QUALITY,Fish was overdone.,negative
430,SERVICE#GENERAL,"Cute place, nice wait staff but would never go there again.",positive
431,FOOD#QUALITY,Someone else recommended the dessert - we also left that.,negative
432,DRINKS#QUALITY,One of us actually liked the expresso - that's it.,positive
433,RESTAURANT#GENERAL,"Skip this restaurant, it's a big disappointment.",negative
434,RESTAURANT#GENERAL,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,positive
435,SERVICE#GENERAL,I've never had bad service and the fish is fresh and delicious.,positive
436,FOOD#QUALITY,Their tuna tartar appetizer is to die for.,positive
437,FOOD#QUALITY,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",positive
438,FOOD#QUALITY,It is simply amazing.,positive
439,SERVICE#GENERAL,The place is so cool and the service is prompt and curtious.,positive
440,RESTAURANT#GENERAL,I highly recommend to anyone to give this place a try.,positive
441,RESTAURANT#GENERAL,You will find yourself returning quite often.,positive
442,,P.S. Please don't tell anyone in my family i eat there.,
443,,LOL,
444,FOOD#QUALITY,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,positive
445,FOOD#QUALITY,No gimmicks here -- the food speaks for itself in its freshness and preparation.,positive
446,AMBIENCE#GENERAL,The dining room is quietly elegant with no music to shout over -- how refreshing!,positive
447,SERVICE#GENERAL,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",positive
448,FOOD#QUALITY,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",positive
449,RESTAURANT#GENERAL,Beautiful experience.,positive
450,LOCATION#GENERAL,The view is breathtaking the service is top notch... the ambiance is wonderfull.,positive
451,SERVICE#GENERAL,The staff offers impeccable service.,positive
452,FOOD#STYLE_OPTIONS,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,positive
453,FOOD#QUALITY,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,positive
454,,I had Filet Mignon with garlic mash.,
455,FOOD#QUALITY,It was divine melts in your mouth.,positive
456,FOOD#QUALITY,My boyfriend had Prime Rib it was good .,positive
457,DRINKS#STYLE_OPTIONS,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,positive
458,,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it.,
459,FOOD#QUALITY,It's cuz it's so good you need to taste it!!!,positive
460,RESTAURANT#GENERAL,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,positive
461,FOOD#QUALITY,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,positive
462,FOOD#QUALITY,If you like spicy food get the chicken vindaloo.,positive
463,FOOD#QUALITY,It's very spicy but not offensive.,positive
464,RESTAURANT#GENERAL,We will definitely go back.,positive
465,SERVICE#GENERAL,Go to Volare for 1st class service and terrific food.,positive
466,FOOD#STYLE_OPTIONS,The portions are large and the servers always surprise us with a different starter.,positive
